"","Economy","Region","Parameter","Rank"
"890","Palau",NA,"Registering.Property",43
"891","Nicaragua","Latin America and Caribbean","Registering.Property",148
"892","Barbados",NA,"Registering.Property",133
"893","Lebanon","Middle East and Northern Africa","Registering.Property",102
"894","St. Kitts and Nevis",NA,"Registering.Property",184
"895","Cambodia","Southeastern Asia","Registering.Property",123
"896","Maldives",NA,"Registering.Property",174
"897","Tanzania","Sub-Saharan Africa","Registering.Property",142
"898","Mozambique","Sub-Saharan Africa","Registering.Property",104
"899","Côte d'Ivoire",NA,"Registering.Property",113
"900","Senegal","Sub-Saharan Africa","Registering.Property",121
"901","Lao PDR",NA,"Registering.Property",65
"902","Grenada",NA,"Registering.Property",141
"903","Mali","Sub-Saharan Africa","Registering.Property",137
"904","Niger","Sub-Saharan Africa","Registering.Property",116
"905","Nigeria","Sub-Saharan Africa","Registering.Property",179
"906","Gambia, The",NA,"Registering.Property",129
"907","Pakistan","Southern Asia","Registering.Property",170
"908","Burkina Faso","Sub-Saharan Africa","Registering.Property",140
"909","Marshall Islands",NA,"Registering.Property",187
"910","Mauritania","Sub-Saharan Africa","Registering.Property",98
"911","Benin","Sub-Saharan Africa","Registering.Property",127
"912","Bolivia","Latin America and Caribbean","Registering.Property",144
"913","Guinea","Sub-Saharan Africa","Registering.Property",143
"914","Djibouti","Sub-Saharan Africa","Registering.Property",168
"915","Micronesia, Fed. Sts.",NA,"Registering.Property",187
"916","Togo","Sub-Saharan Africa","Registering.Property",182
"917","Kiribati",NA,"Registering.Property",146
"918","Comoros","Sub-Saharan Africa","Registering.Property",111
"919","Zimbabwe","Sub-Saharan Africa","Registering.Property",108
"920","Sierra Leone","Sub-Saharan Africa","Registering.Property",165
"921","Ethiopia","Sub-Saharan Africa","Registering.Property",139
"922","Madagascar","Sub-Saharan Africa","Registering.Property",161
"923","Cameroon","Sub-Saharan Africa","Registering.Property",176
"924","Burundi","Sub-Saharan Africa","Registering.Property",95
"925","Suriname","Latin America and Caribbean","Registering.Property",156
"926","Algeria","Middle East and Northern Africa","Registering.Property",163
"927","Gabon","Sub-Saharan Africa","Registering.Property",173
"928","Iraq","Middle East and Northern Africa","Registering.Property",101
"929","São Tomé and Príncipe",NA,"Registering.Property",171
"930","Sudan","Sub-Saharan Africa","Registering.Property",89
"931","Myanmar","Southeastern Asia","Registering.Property",134
"932","Liberia","Sub-Saharan Africa","Registering.Property",183
"933","Equatorial Guinea",NA,"Registering.Property",162
"934","Syrian Arab Republic",NA,"Registering.Property",155
"935","Angola","Sub-Saharan Africa","Registering.Property",172
"936","Guinea-Bissau",NA,"Registering.Property",126
"937","Bangladesh","Southern Asia","Registering.Property",185
"938","Timor-Leste",NA,"Registering.Property",187
"939","Congo, Rep.",NA,"Registering.Property",177
"940","Chad","Sub-Saharan Africa","Registering.Property",159
"941","Haiti","Latin America and Caribbean","Registering.Property",180
"942","Congo, Dem. Rep.",NA,"Registering.Property",158
"943","Afghanistan","Southern Asia","Registering.Property",186
"944","Central African Republic","Sub-Saharan Africa","Registering.Property",169
"945","Libya","Middle East and Northern Africa","Registering.Property",187
"946","Yemen, Rep.",NA,"Registering.Property",82
"947","South Sudan",NA,"Registering.Property",181
"948","Venezuela, RB",NA,"Registering.Property",135
"949","Eritrea",NA,"Registering.Property",178
"950","Somalia",NA,"Registering.Property",150
"951","New Zealand","Australia and New Zealand","Getting.Credit",1
"952","Singapore","Southeastern Asia","Getting.Credit",29
"953","Denmark","Western Europe","Getting.Credit",42
"954","Korea, Rep.",NA,"Getting.Credit",55
"955","Hong Kong SAR, China",NA,"Getting.Credit",29
"956","United States","North America","Getting.Credit",2
"957","United Kingdom","Western Europe","Getting.Credit",29
"958","Norway","Western Europe","Getting.Credit",77
"959","Georgia","Central and Eastern Europe","Getting.Credit",12
"960","Sweden","Western Europe","Getting.Credit",77
"961","Macedonia, FYR",NA,"Getting.Credit",12
"962","Estonia","Central and Eastern Europe","Getting.Credit",42
"963","Finland","Western Europe","Getting.Credit",55
"964","Australia","Australia and New Zealand","Getting.Credit",6
"965","Taiwan, China",NA,"Getting.Credit",90
"966","Lithuania","Central and Eastern Europe","Getting.Credit",42
"967","Ireland","Western Europe","Getting.Credit",42
"968","Canada","North America","Getting.Credit",12
"969","Latvia","Central and Eastern Europe","Getting.Credit",12
"970","Germany","Western Europe","Getting.Credit",42
"971","United Arab Emirates","Middle East and Northern Africa","Getting.Credit",90
"972","Austria","Western Europe","Getting.Credit",77
"973","Iceland","Western Europe","Getting.Credit",68
"974","Malaysia","Southeastern Asia","Getting.Credit",20
"975","Mauritius","Sub-Saharan Africa","Getting.Credit",55
"976","Thailand","Southeastern Asia","Getting.Credit",42
"977","Poland","Central and Eastern Europe","Getting.Credit",29
"978","Spain","Western Europe","Getting.Credit",68
"979","Portugal","Western Europe","Getting.Credit",105
"980","Czech Republic","Central and Eastern Europe","Getting.Credit",42
"981","France","Western Europe","Getting.Credit",90
"982","Netherlands","Western Europe","Getting.Credit",105
"983","Switzerland","Western Europe","Getting.Credit",68
"984","Japan","Eastern Asia","Getting.Credit",77
"985","Russian Federation",NA,"Getting.Credit",29
"986","Kazakhstan","Central and Eastern Europe","Getting.Credit",77
"987","Slovenia","Central and Eastern Europe","Getting.Credit",105
"988","Belarus","Central and Eastern Europe","Getting.Credit",90
"989","Slovak Republic",NA,"Getting.Credit",55
"990","Kosovo","Central and Eastern Europe","Getting.Credit",12
"991","Rwanda","Sub-Saharan Africa","Getting.Credit",6
"992","Montenegro","Central and Eastern Europe","Getting.Credit",12
"993","Serbia","Central and Eastern Europe","Getting.Credit",55
"994","Moldova","Central and Eastern Europe","Getting.Credit",42
"995","Romania","Central and Eastern Europe","Getting.Credit",20
"996","Italy","Western Europe","Getting.Credit",105
"997","Armenia","Central and Eastern Europe","Getting.Credit",42
"998","Hungary","Central and Eastern Europe","Getting.Credit",29
"999","Mexico","Latin America and Caribbean","Getting.Credit",6
"1000","Bulgaria","Central and Eastern Europe","Getting.Credit",42
"1001","Croatia","Central and Eastern Europe","Getting.Credit",77
"1002","Belgium","Western Europe","Getting.Credit",105
"1003","Cyprus","Western Europe","Getting.Credit",68
"1004","Israel","Middle East and Northern Africa","Getting.Credit",55
"1005","Chile","Latin America and Caribbean","Getting.Credit",90
"1006","Brunei Darussalam",NA,"Getting.Credit",2
"1007","Azerbaijan","Central and Eastern Europe","Getting.Credit",122
"1008","Peru","Latin America and Caribbean","Getting.Credit",20
"1009","Colombia","Latin America and Caribbean","Getting.Credit",2
"1010","Turkey","Middle East and Northern Africa","Getting.Credit",77
"1011","Costa Rica","Latin America and Caribbean","Getting.Credit",12
"1012","Mongolia","Eastern Asia","Getting.Credit",20
"1013","Luxembourg","Western Europe","Getting.Credit",173
"1014","Puerto Rico (U.S.)",NA,"Getting.Credit",6
"1015","Albania","Central and Eastern Europe","Getting.Credit",42
"1016","Bahrain","Middle East and Northern Africa","Getting.Credit",105
"1017","Greece","Western Europe","Getting.Credit",90
"1018","Vietnam","Southeastern Asia","Getting.Credit",29
"1019","Morocco","Middle East and Northern Africa","Getting.Credit",105
"1020","Jamaica","Latin America and Caribbean","Getting.Credit",20
"1021","Oman","Middle East and Northern Africa","Getting.Credit",133
"1022","Indonesia","Southeastern Asia","Getting.Credit",55
"1023","El Salvador","Latin America and Caribbean","Getting.Credit",20
"1024","Uzbekistan","Central and Eastern Europe","Getting.Credit",55
"1025","Bhutan","Southern Asia","Getting.Credit",77
"1026","Ukraine","Central and Eastern Europe","Getting.Credit",29
"1027","Kyrgyz Republic",NA,"Getting.Credit",29
"1028","China","Eastern Asia","Getting.Credit",68
"1029","Panama","Latin America and Caribbean","Getting.Credit",29
"1030","Kenya","Sub-Saharan Africa","Getting.Credit",29
"1031","Botswana","Sub-Saharan Africa","Getting.Credit",77
"1032","South Africa","Sub-Saharan Africa","Getting.Credit",68
"1033","Qatar","Middle East and Northern Africa","Getting.Credit",133
"1034","Malta","Western Europe","Getting.Credit",142
"1035","Zambia","Sub-Saharan Africa","Getting.Credit",2
"1036","Bosnia and Herzegovina","Central and Eastern Europe","Getting.Credit",55
"1037","Samoa",NA,"Getting.Credit",105
"1038","Tunisia","Middle East and Northern Africa","Getting.Credit",105
"1039","Tonga",NA,"Getting.Credit",42
"1040","Vanuatu",NA,"Getting.Credit",29
"1041","St. Lucia",NA,"Getting.Credit",159
"1042","Saudi Arabia","Middle East and Northern Africa","Getting.Credit",90
"1043","San Marino",NA,"Getting.Credit",183
"1044","Uruguay","Latin America and Caribbean","Getting.Credit",68
"1045","Seychelles",NA,"Getting.Credit",133
"1046","Kuwait","Middle East and Northern Africa","Getting.Credit",133
"1047","Guatemala","Latin America and Caribbean","Getting.Credit",20
"1048","Dominica",NA,"Getting.Credit",142
"1049","Dominican Republic","Latin America and Caribbean","Getting.Credit",105
"1050","India","Southern Asia","Getting.Credit",29
"1051","Fiji",NA,"Getting.Credit",159
"1052","Trinidad and Tobago","Latin America and Caribbean","Getting.Credit",55
"1053","Jordan","Middle East and Northern Africa","Getting.Credit",159
"1054","Lesotho","Sub-Saharan Africa","Getting.Credit",77
"1055","Nepal","Southern Asia","Getting.Credit",90
"1056","Namibia",NA,"Getting.Credit",68
"1057","Antigua and Barbuda",NA,"Getting.Credit",159
"1058","Paraguay","Latin America and Caribbean","Getting.Credit",122
"1059","Papua New Guinea",NA,"Getting.Credit",42
"1060","Malawi","Sub-Saharan Africa","Getting.Credit",6
"1061","Sri Lanka","Southern Asia","Getting.Credit",122
"1062","Swaziland","Sub-Saharan Africa","Getting.Credit",77
"1063","Philippines","Southeastern Asia","Getting.Credit",142
"1064","West Bank and Gaza",NA,"Getting.Credit",20
"1065","Honduras","Latin America and Caribbean","Getting.Credit",12
"1066","Solomon Islands",NA,"Getting.Credit",90
"1067","Argentina","Latin America and Caribbean","Getting.Credit",77
"1068","Ecuador","Latin America and Caribbean","Getting.Credit",105
"1069","Bahamas, The",NA,"Getting.Credit",142
"1070","Ghana","Sub-Saharan Africa","Getting.Credit",55
"1071","Belize",NA,"Getting.Credit",170
"1072","Uganda","Sub-Saharan Africa","Getting.Credit",55
"1073","Tajikistan","Central and Eastern Europe","Getting.Credit",122
"1074","Iran, Islamic Rep.",NA,"Getting.Credit",90
"1075","Brazil","Latin America and Caribbean","Getting.Credit",105
"1076","Guyana",NA,"Getting.Credit",90
"1077","Cabo Verde",NA,"Getting.Credit",122
"1078","Egypt, Arab Rep.",NA,"Getting.Credit",90
"1079","St. Vincent and the Grenadines",NA,"Getting.Credit",159
"1080","Palau",NA,"Getting.Credit",90
"1081","Nicaragua","Latin America and Caribbean","Getting.Credit",105
"1082","Barbados",NA,"Getting.Credit",133
"1083","Lebanon","Middle East and Northern Africa","Getting.Credit",122
"1084","St. Kitts and Nevis",NA,"Getting.Credit",159
"1085","Cambodia","Southeastern Asia","Getting.Credit",20
"1086","Maldives",NA,"Getting.Credit",133
"1087","Tanzania","Sub-Saharan Africa","Getting.Credit",55
"1088","Mozambique","Sub-Saharan Africa","Getting.Credit",159
"1089","Côte d'Ivoire",NA,"Getting.Credit",142
"1090","Senegal","Sub-Saharan Africa","Getting.Credit",142
"1091","Lao PDR",NA,"Getting.Credit",77
"1092","Grenada",NA,"Getting.Credit",142
"1093","Mali","Sub-Saharan Africa","Getting.Credit",142
"1094","Niger","Sub-Saharan Africa","Getting.Credit",142
"1095","Nigeria","Sub-Saharan Africa","Getting.Credit",6
"1096","Gambia, The",NA,"Getting.Credit",122
"1097","Pakistan","Southern Asia","Getting.Credit",105
"1098","Burkina Faso","Sub-Saharan Africa","Getting.Credit",142
"1099","Marshall Islands",NA,"Getting.Credit",90
"1100","Mauritania","Sub-Saharan Africa","Getting.Credit",159
"1101","Benin","Sub-Saharan Africa","Getting.Credit",142
"1102","Bolivia","Latin America and Caribbean","Getting.Credit",133
"1103","Guinea","Sub-Saharan Africa","Getting.Credit",142
"1104","Djibouti","Sub-Saharan Africa","Getting.Credit",183
"1105","Micronesia, Fed. Sts.",NA,"Getting.Credit",90
"1106","Togo","Sub-Saharan Africa","Getting.Credit",142
"1107","Kiribati",NA,"Getting.Credit",170
"1108","Comoros","Sub-Saharan Africa","Getting.Credit",122
"1109","Zimbabwe","Sub-Saharan Africa","Getting.Credit",105
"1110","Sierra Leone","Sub-Saharan Africa","Getting.Credit",159
"1111","Ethiopia","Sub-Saharan Africa","Getting.Credit",173
"1112","Madagascar","Sub-Saharan Africa","Getting.Credit",133
"1113","Cameroon","Sub-Saharan Africa","Getting.Credit",68
"1114","Burundi","Sub-Saharan Africa","Getting.Credit",177
"1115","Suriname","Latin America and Caribbean","Getting.Credit",177
"1116","Algeria","Middle East and Northern Africa","Getting.Credit",177
"1117","Gabon","Sub-Saharan Africa","Getting.Credit",122
"1118","Iraq","Middle East and Northern Africa","Getting.Credit",186
"1119","São Tomé and Príncipe",NA,"Getting.Credit",159
"1120","Sudan","Sub-Saharan Africa","Getting.Credit",173
"1121","Myanmar","Southeastern Asia","Getting.Credit",177
"1122","Liberia","Sub-Saharan Africa","Getting.Credit",105
"1123","Equatorial Guinea",NA,"Getting.Credit",122
"1124","Syrian Arab Republic",NA,"Getting.Credit",173
"1125","Angola","Sub-Saharan Africa","Getting.Credit",183
"1126","Guinea-Bissau",NA,"Getting.Credit",142
"1127","Bangladesh","Southern Asia","Getting.Credit",159
"1128","Timor-Leste",NA,"Getting.Credit",170
"1129","Congo, Rep.",NA,"Getting.Credit",133
"1130","Chad","Sub-Saharan Africa","Getting.Credit",142
"1131","Haiti","Latin America and Caribbean","Getting.Credit",177
"1132","Congo, Dem. Rep.",NA,"Getting.Credit",142
"1133","Afghanistan","Southern Asia","Getting.Credit",105
"1134","Central African Republic","Sub-Saharan Africa","Getting.Credit",142
"1135","Libya","Middle East and Northern Africa","Getting.Credit",186
"1136","Yemen, Rep.",NA,"Getting.Credit",186
"1137","South Sudan",NA,"Getting.Credit",177
"1138","Venezuela, RB",NA,"Getting.Credit",122
"1139","Eritrea",NA,"Getting.Credit",186
"1140","Somalia",NA,"Getting.Credit",186
"1141","New Zealand","Australia and New Zealand","Protecting.Minority.Investors",2
"1142","Singapore","Southeastern Asia","Protecting.Minority.Investors",4
"1143","Denmark","Western Europe","Protecting.Minority.Investors",33
"1144","Korea, Rep.",NA,"Protecting.Minority.Investors",20
"1145","Hong Kong SAR, China",NA,"Protecting.Minority.Investors",9
"1146","United States","North America","Protecting.Minority.Investors",42
"1147","United Kingdom","Western Europe","Protecting.Minority.Investors",10
"1148","Norway","Western Europe","Protecting.Minority.Investors",10
"1149","Georgia","Central and Eastern Europe","Protecting.Minority.Investors",2
"1150","Sweden","Western Europe","Protecting.Minority.Investors",29
"1151","Macedonia, FYR",NA,"Protecting.Minority.Investors",4
"1152","Estonia","Central and Eastern Europe","Protecting.Minority.Investors",76
"1153","Finland","Western Europe","Protecting.Minority.Investors",62
"1154","Australia","Australia and New Zealand","Protecting.Minority.Investors",57
"1155","Taiwan, China",NA,"Protecting.Minority.Investors",24
"1156","Lithuania","Central and Eastern Europe","Protecting.Minority.Investors",43
"1157","Ireland","Western Europe","Protecting.Minority.Investors",10
"1158","Canada","North America","Protecting.Minority.Investors",8
"1159","Latvia","Central and Eastern Europe","Protecting.Minority.Investors",43
"1160","Germany","Western Europe","Protecting.Minority.Investors",62
"1161","United Arab Emirates","Middle East and Northern Africa","Protecting.Minority.Investors",10
"1162","Austria","Western Europe","Protecting.Minority.Investors",29
"1163","Iceland","Western Europe","Protecting.Minority.Investors",29
"1164","Malaysia","Southeastern Asia","Protecting.Minority.Investors",4
"1165","Mauritius","Sub-Saharan Africa","Protecting.Minority.Investors",33
"1166","Thailand","Southeastern Asia","Protecting.Minority.Investors",16
"1167","Poland","Central and Eastern Europe","Protecting.Minority.Investors",51
"1168","Spain","Western Europe","Protecting.Minority.Investors",24
"1169","Portugal","Western Europe","Protecting.Minority.Investors",57
"1170","Czech Republic","Central and Eastern Europe","Protecting.Minority.Investors",62
"1171","France","Western Europe","Protecting.Minority.Investors",33
"1172","Netherlands","Western Europe","Protecting.Minority.Investors",62
"1173","Switzerland","Western Europe","Protecting.Minority.Investors",108
"1174","Japan","Eastern Asia","Protecting.Minority.Investors",62
"1175","Russian Federation",NA,"Protecting.Minority.Investors",51
"1176","Kazakhstan","Central and Eastern Europe","Protecting.Minority.Investors",1
"1177","Slovenia","Central and Eastern Europe","Protecting.Minority.Investors",24
"1178","Belarus","Central and Eastern Europe","Protecting.Minority.Investors",40
"1179","Slovak Republic",NA,"Protecting.Minority.Investors",89
"1180","Kosovo","Central and Eastern Europe","Protecting.Minority.Investors",89
"1181","Rwanda","Sub-Saharan Africa","Protecting.Minority.Investors",16
"1182","Montenegro","Central and Eastern Europe","Protecting.Minority.Investors",51
"1183","Serbia","Central and Eastern Europe","Protecting.Minority.Investors",76
"1184","Moldova","Central and Eastern Europe","Protecting.Minority.Investors",33
"1185","Romania","Central and Eastern Europe","Protecting.Minority.Investors",57
"1186","Italy","Western Europe","Protecting.Minority.Investors",62
"1187","Armenia","Central and Eastern Europe","Protecting.Minority.Investors",62
"1188","Hungary","Central and Eastern Europe","Protecting.Minority.Investors",108
"1189","Mexico","Latin America and Caribbean","Protecting.Minority.Investors",62
"1190","Bulgaria","Central and Eastern Europe","Protecting.Minority.Investors",24
"1191","Croatia","Central and Eastern Europe","Protecting.Minority.Investors",29
"1192","Belgium","Western Europe","Protecting.Minority.Investors",57
"1193","Cyprus","Western Europe","Protecting.Minority.Investors",43
"1194","Israel","Middle East and Northern Africa","Protecting.Minority.Investors",16
"1195","Chile","Latin America and Caribbean","Protecting.Minority.Investors",57
"1196","Brunei Darussalam",NA,"Protecting.Minority.Investors",40
"1197","Azerbaijan","Central and Eastern Europe","Protecting.Minority.Investors",10
"1198","Peru","Latin America and Caribbean","Protecting.Minority.Investors",51
"1199","Colombia","Latin America and Caribbean","Protecting.Minority.Investors",16
"1200","Turkey","Middle East and Northern Africa","Protecting.Minority.Investors",20
"1201","Costa Rica","Latin America and Caribbean","Protecting.Minority.Investors",119
"1202","Mongolia","Eastern Asia","Protecting.Minority.Investors",33
"1203","Luxembourg","Western Europe","Protecting.Minority.Investors",119
"1204","Puerto Rico (U.S.)",NA,"Protecting.Minority.Investors",108
"1205","Albania","Central and Eastern Europe","Protecting.Minority.Investors",20
"1206","Bahrain","Middle East and Northern Africa","Protecting.Minority.Investors",108
"1207","Greece","Western Europe","Protecting.Minority.Investors",43
"1208","Vietnam","Southeastern Asia","Protecting.Minority.Investors",81
"1209","Morocco","Middle East and Northern Africa","Protecting.Minority.Investors",62
"1210","Jamaica","Latin America and Caribbean","Protecting.Minority.Investors",81
"1211","Oman","Middle East and Northern Africa","Protecting.Minority.Investors",124
"1212","Indonesia","Southeastern Asia","Protecting.Minority.Investors",43
"1213","El Salvador","Latin America and Caribbean","Protecting.Minority.Investors",160
"1214","Uzbekistan","Central and Eastern Europe","Protecting.Minority.Investors",62
"1215","Bhutan","Southern Asia","Protecting.Minority.Investors",124
"1216","Ukraine","Central and Eastern Europe","Protecting.Minority.Investors",81
"1217","Kyrgyz Republic",NA,"Protecting.Minority.Investors",51
"1218","China","Eastern Asia","Protecting.Minority.Investors",119
"1219","Panama","Latin America and Caribbean","Protecting.Minority.Investors",96
"1220","Kenya","Sub-Saharan Africa","Protecting.Minority.Investors",62
"1221","Botswana","Sub-Saharan Africa","Protecting.Minority.Investors",76
"1222","South Africa","Sub-Saharan Africa","Protecting.Minority.Investors",24
"1223","Qatar","Middle East and Northern Africa","Protecting.Minority.Investors",177
"1224","Malta","Western Europe","Protecting.Minority.Investors",51
"1225","Zambia","Sub-Saharan Africa","Protecting.Minority.Investors",89
"1226","Bosnia and Herzegovina","Central and Eastern Europe","Protecting.Minority.Investors",62
"1227","Samoa",NA,"Protecting.Minority.Investors",76
"1228","Tunisia","Middle East and Northern Africa","Protecting.Minority.Investors",119
"1229","Tonga",NA,"Protecting.Minority.Investors",138
"1230","Vanuatu",NA,"Protecting.Minority.Investors",108
"1231","St. Lucia",NA,"Protecting.Minority.Investors",96
"1232","Saudi Arabia","Middle East and Northern Africa","Protecting.Minority.Investors",10
"1233","San Marino",NA,"Protecting.Minority.Investors",175
"1234","Uruguay","Latin America and Caribbean","Protecting.Minority.Investors",132
"1235","Seychelles",NA,"Protecting.Minority.Investors",108
"1236","Kuwait","Middle East and Northern Africa","Protecting.Minority.Investors",81
"1237","Guatemala","Latin America and Caribbean","Protecting.Minority.Investors",172
"1238","Dominica",NA,"Protecting.Minority.Investors",96
"1239","Dominican Republic","Latin America and Caribbean","Protecting.Minority.Investors",96
"1240","India","Southern Asia","Protecting.Minority.Investors",4
"1241","Fiji",NA,"Protecting.Minority.Investors",96
"1242","Trinidad and Tobago","Latin America and Caribbean","Protecting.Minority.Investors",62
"1243","Jordan","Middle East and Northern Africa","Protecting.Minority.Investors",146
"1244","Lesotho","Sub-Saharan Africa","Protecting.Minority.Investors",108
"1245","Nepal","Southern Asia","Protecting.Minority.Investors",62
"1246","Namibia",NA,"Protecting.Minority.Investors",89
"1247","Antigua and Barbuda",NA,"Protecting.Minority.Investors",96
"1248","Paraguay","Latin America and Caribbean","Protecting.Minority.Investors",138
"1249","Papua New Guinea",NA,"Protecting.Minority.Investors",89
"1250","Malawi","Sub-Saharan Africa","Protecting.Minority.Investors",96
"1251","Sri Lanka","Southern Asia","Protecting.Minority.Investors",43
"1252","Swaziland","Sub-Saharan Africa","Protecting.Minority.Investors",138
"1253","Philippines","Southeastern Asia","Protecting.Minority.Investors",146
"1254","West Bank and Gaza",NA,"Protecting.Minority.Investors",160
"1255","Honduras","Latin America and Caribbean","Protecting.Minority.Investors",129
"1256","Solomon Islands",NA,"Protecting.Minority.Investors",108
"1257","Argentina","Latin America and Caribbean","Protecting.Minority.Investors",43
"1258","Ecuador","Latin America and Caribbean","Protecting.Minority.Investors",124
"1259","Bahamas, The",NA,"Protecting.Minority.Investors",129
"1260","Ghana","Sub-Saharan Africa","Protecting.Minority.Investors",96
"1261","Belize",NA,"Protecting.Minority.Investors",132
"1262","Uganda","Sub-Saharan Africa","Protecting.Minority.Investors",108
"1263","Tajikistan","Central and Eastern Europe","Protecting.Minority.Investors",33
"1264","Iran, Islamic Rep.",NA,"Protecting.Minority.Investors",170
"1265","Brazil","Latin America and Caribbean","Protecting.Minority.Investors",43
"1266","Guyana",NA,"Protecting.Minority.Investors",96
"1267","Cabo Verde",NA,"Protecting.Minority.Investors",164
"1268","Egypt, Arab Rep.",NA,"Protecting.Minority.Investors",81
"1269","St. Vincent and the Grenadines",NA,"Protecting.Minority.Investors",96
"1270","Palau",NA,"Protecting.Minority.Investors",177
"1271","Nicaragua","Latin America and Caribbean","Protecting.Minority.Investors",167
"1272","Barbados",NA,"Protecting.Minority.Investors",167
"1273","Lebanon","Middle East and Northern Africa","Protecting.Minority.Investors",138
"1274","St. Kitts and Nevis",NA,"Protecting.Minority.Investors",119
"1275","Cambodia","Southeastern Asia","Protecting.Minority.Investors",108
"1276","Maldives",NA,"Protecting.Minority.Investors",132
"1277","Tanzania","Sub-Saharan Africa","Protecting.Minority.Investors",129
"1278","Mozambique","Sub-Saharan Africa","Protecting.Minority.Investors",138
"1279","Côte d'Ivoire",NA,"Protecting.Minority.Investors",146
"1280","Senegal","Sub-Saharan Africa","Protecting.Minority.Investors",138
"1281","Lao PDR",NA,"Protecting.Minority.Investors",172
"1282","Grenada",NA,"Protecting.Minority.Investors",132
"1283","Mali","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1284","Niger","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1285","Nigeria","Sub-Saharan Africa","Protecting.Minority.Investors",33
"1286","Gambia, The",NA,"Protecting.Minority.Investors",164
"1287","Pakistan","Southern Asia","Protecting.Minority.Investors",20
"1288","Burkina Faso","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1289","Marshall Islands",NA,"Protecting.Minority.Investors",177
"1290","Mauritania","Sub-Saharan Africa","Protecting.Minority.Investors",108
"1291","Benin","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1292","Bolivia","Latin America and Caribbean","Protecting.Minority.Investors",146
"1293","Guinea","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1294","Djibouti","Sub-Saharan Africa","Protecting.Minority.Investors",96
"1295","Micronesia, Fed. Sts.",NA,"Protecting.Minority.Investors",183
"1296","Togo","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1297","Kiribati",NA,"Protecting.Minority.Investors",124
"1298","Comoros","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1299","Zimbabwe","Sub-Saharan Africa","Protecting.Minority.Investors",89
"1300","Sierra Leone","Sub-Saharan Africa","Protecting.Minority.Investors",81
"1301","Ethiopia","Sub-Saharan Africa","Protecting.Minority.Investors",176
"1302","Madagascar","Sub-Saharan Africa","Protecting.Minority.Investors",96
"1303","Cameroon","Sub-Saharan Africa","Protecting.Minority.Investors",138
"1304","Burundi","Sub-Saharan Africa","Protecting.Minority.Investors",132
"1305","Suriname","Latin America and Caribbean","Protecting.Minority.Investors",167
"1306","Algeria","Middle East and Northern Africa","Protecting.Minority.Investors",170
"1307","Gabon","Sub-Saharan Africa","Protecting.Minority.Investors",160
"1308","Iraq","Middle East and Northern Africa","Protecting.Minority.Investors",124
"1309","São Tomé and Príncipe",NA,"Protecting.Minority.Investors",187
"1310","Sudan","Sub-Saharan Africa","Protecting.Minority.Investors",186
"1311","Myanmar","Southeastern Asia","Protecting.Minority.Investors",183
"1312","Liberia","Sub-Saharan Africa","Protecting.Minority.Investors",177
"1313","Equatorial Guinea",NA,"Protecting.Minority.Investors",146
"1314","Syrian Arab Republic",NA,"Protecting.Minority.Investors",89
"1315","Angola","Sub-Saharan Africa","Protecting.Minority.Investors",81
"1316","Guinea-Bissau",NA,"Protecting.Minority.Investors",138
"1317","Bangladesh","Southern Asia","Protecting.Minority.Investors",76
"1318","Timor-Leste",NA,"Protecting.Minority.Investors",81
"1319","Congo, Rep.",NA,"Protecting.Minority.Investors",146
"1320","Chad","Sub-Saharan Africa","Protecting.Minority.Investors",160
"1321","Haiti","Latin America and Caribbean","Protecting.Minority.Investors",188
"1322","Congo, Dem. Rep.",NA,"Protecting.Minority.Investors",164
"1323","Afghanistan","Southern Asia","Protecting.Minority.Investors",189
"1324","Central African Republic","Sub-Saharan Africa","Protecting.Minority.Investors",146
"1325","Libya","Middle East and Northern Africa","Protecting.Minority.Investors",183
"1326","Yemen, Rep.",NA,"Protecting.Minority.Investors",132
"1327","South Sudan",NA,"Protecting.Minority.Investors",177
"1328","Venezuela, RB",NA,"Protecting.Minority.Investors",177
"1329","Eritrea",NA,"Protecting.Minority.Investors",172
"1330","Somalia",NA,"Protecting.Minority.Investors",190
"1331","New Zealand","Australia and New Zealand","Paying.Taxes",9
"1332","Singapore","Southeastern Asia","Paying.Taxes",7
"1333","Denmark","Western Europe","Paying.Taxes",8
"1334","Korea, Rep.",NA,"Paying.Taxes",24
"1335","Hong Kong SAR, China",NA,"Paying.Taxes",3
"1336","United States","North America","Paying.Taxes",36
"1337","United Kingdom","Western Europe","Paying.Taxes",23
"1338","Norway","Western Europe","Paying.Taxes",28
"1339","Georgia","Central and Eastern Europe","Paying.Taxes",22
"1340","Sweden","Western Europe","Paying.Taxes",27
"1341","Macedonia, FYR",NA,"Paying.Taxes",29
"1342","Estonia","Central and Eastern Europe","Paying.Taxes",14
"1343","Finland","Western Europe","Paying.Taxes",12
"1344","Australia","Australia and New Zealand","Paying.Taxes",26
"1345","Taiwan, China",NA,"Paying.Taxes",56
"1346","Lithuania","Central and Eastern Europe","Paying.Taxes",18
"1347","Ireland","Western Europe","Paying.Taxes",4
